"","X.2","X.1","X","Area","Item","Year","Area_harvested_ha","Production_t","kj_t_crop"
"2999",50505,651084,651084,"Slovakia","RYE",2014,14592,53509,13355892
"3000",50506,651094,651094,"Slovakia","SORGHUM",2000,60,138,14360724
"3001",50507,651100,651100,"Slovakia","SORGHUM",2006,490,1153,14360724
"3002",50508,651104,651104,"Slovakia","SORGHUM",2010,233,527,14360724
"3003",50509,651108,651108,"Slovakia","SORGHUM",2014,1400,2600,14360724
"3004",50510,651118,651118,"Slovakia","SOYBEANS",2000,5911,4814,14025780
"3005",50511,651124,651124,"Slovakia","SOYBEANS",2006,12036,20553,14025780
"3006",50512,651128,651128,"Slovakia","SOYBEANS",2010,13976,24045,14025780
"3007",50513,651132,651132,"Slovakia","SOYBEANS",2014,33227,83905,14025780
"3008",50526,651214,651214,"Slovakia","SUNFLOWER SEED",2000,68903,117344,12895344
"3009",50527,651220,651220,"Slovakia","SUNFLOWER SEED",2006,108816,228606,12895344
"3010",50528,651224,651224,"Slovakia","SUNFLOWER SEED",2010,82866,150326,12895344
"3011",50529,651228,651228,"Slovakia","SUNFLOWER SEED",2014,76593,200697,12895344
"3012",50570,651478,651478,"Slovakia","WHEAT",2000,405249,1254310,13983912
"3013",50571,651484,651484,"Slovakia","WHEAT",2006,349105,1342693,13983912
"3014",50572,651488,651488,"Slovakia","WHEAT",2010,342115,1185286,13983912
"3015",50573,651492,651492,"Slovakia","WHEAT",2014,379283,2072405,13983912
"3016",50590,651603,651603,"Slovenia","BARLEY",2000,11570,37756,13900176
"3017",50591,651609,651609,"Slovenia","BARLEY",2006,17044,61623,13900176
"3018",50592,651613,651613,"Slovenia","BARLEY",2010,18730,80120,13900176
"3019",50593,651617,651617,"Slovenia","BARLEY",2014,18482,89700,13900176
"3020",50722,652424,652424,"Slovenia","MAIZE",2000,48009,282393,14905008
"3021",50723,652430,652430,"Slovenia","MAIZE",2006,39839,276106,14905008
"3022",50724,652434,652434,"Slovenia","MAIZE",2010,36433,311117,14905008
"3023",50725,652438,652438,"Slovenia","MAIZE",2014,38331,350583,14905008
"3024",50726,652449,652449,"Slovenia","MILLET",2000,226,268,14235120
"3025",50727,652455,652455,"Slovenia","MILLET",2006,168,285,14235120
"3026",50728,652459,652459,"Slovenia","MILLET",2010,199,302,14235120
"3027",50729,652463,652463,"Slovenia","MILLET",2014,229,412,14235120
"3028",50782,652796,652796,"Slovenia","POTATOES",2000,8952,186157,2805156
"3029",50783,652802,652802,"Slovenia","POTATOES",2006,5900,106974,2805156
"3030",50784,652806,652806,"Slovenia","POTATOES",2010,4125,101208,2805156
"3031",50785,652810,652810,"Slovenia","POTATOES",2014,3600,96820,2805156
"3032",50798,652896,652896,"Slovenia","RAPESEED",2000,122,305,20682792
"3033",50799,652902,652902,"Slovenia","RAPESEED",2006,2809,4991,20682792
"3034",50800,652906,652906,"Slovenia","RAPESEED",2010,5303,15522,20682792
"3035",50801,652910,652910,"Slovenia","RAPESEED",2014,5563,19883,20682792
"3036",50814,652996,652996,"Slovenia","RYE",2000,674,1758,13355892
"3037",50815,653002,653002,"Slovenia","RYE",2006,766,2126,13355892
"3038",50816,653006,653006,"Slovenia","RYE",2010,796,2676,13355892
"3039",50817,653010,653010,"Slovenia","RYE",2014,1640,6737,13355892
"3040",50818,653024,653024,"Slovenia","SOYBEANS",2000,28,69,14025780
"3041",50819,653030,653030,"Slovenia","SOYBEANS",2006,226,527,14025780
"3042",50820,653034,653034,"Slovenia","SOYBEANS",2010,109,290,14025780
"3043",50821,653038,653038,"Slovenia","SOYBEANS",2014,404,1046,14025780
"3044",50834,653124,653124,"Slovenia","SUNFLOWER SEED",2000,24,26,12895344
"3045",50835,653130,653130,"Slovenia","SUNFLOWER SEED",2006,156,190,12895344
"3046",50836,653134,653134,"Slovenia","SUNFLOWER SEED",2010,203,476,12895344
"3047",50837,653138,653138,"Slovenia","SUNFLOWER SEED",2014,252,527,12895344
"3048",50866,653324,653324,"Slovenia","WHEAT",2000,38256,162559,13983912
"3049",50867,653330,653330,"Slovenia","WHEAT",2006,32083,134449,13983912
"3050",50868,653334,653334,"Slovenia","WHEAT",2010,31946,153481,13983912
"3051",50869,653338,653338,"Slovenia","WHEAT",2014,33124,173245,13983912
"3052",51606,663631,663631,"South_Africa","BARLEY",2000,77690,142390,13900176
"3053",51607,663637,663637,"South_Africa","BARLEY",2006,89780,236000,13900176
"3054",51608,663641,663641,"South_Africa","BARLEY",2010,82670,194000,13900176
"3055",51609,663645,663645,"South_Africa","BARLEY",2014,85125,302000,13900176
"3056",51726,665305,665305,"South_Africa","GROUNDNUTS, WITH SHELL",2000,82600,136128,17333352
"3057",51727,665311,665311,"South_Africa","GROUNDNUTS, WITH SHELL",2006,48550,74000,17333352
"3058",51728,665315,665315,"South_Africa","GROUNDNUTS, WITH SHELL",2010,57450,88000,17333352
"3059",51729,665319,665319,"South_Africa","GROUNDNUTS, WITH SHELL",2014,52125,74500,17333352
"3060",51750,665641,665641,"South_Africa","MAIZE",2000,4012000,11431183,14905008
"3061",51751,665647,665647,"South_Africa","MAIZE",2006,2032446,6935056,14905008
"3062",51752,665651,665651,"South_Africa","MAIZE",2010,2742000,12815000,14905008
"3063",51753,665655,665655,"South_Africa","MAIZE",2014,2688200,14250000,14905008
"3064",51754,665697,665697,"South_Africa","MAIZE, GREEN",2000,31000,299000,2344608
"3065",51755,665703,665703,"South_Africa","MAIZE, GREEN",2006,32500,310000,2344608
"3066",51756,665707,665707,"South_Africa","MAIZE, GREEN",2010,34374,339000,2344608
"3067",51757,665711,665711,"South_Africa","MAIZE, GREEN",2014,35500,364871,2344608
"3068",51766,665865,665865,"South_Africa","MILLET",2000,21000,12000,14235120
"3069",51767,665871,665871,"South_Africa","MILLET",2006,17129,9127,14235120
"3070",51768,665875,665875,"South_Africa","MILLET",2010,14872,7652,14235120
"3071",51769,665879,665879,"South_Africa","MILLET",2014,13027,6355,14235120
"3072",51830,666758,666758,"South_Africa","POTATOES",2000,53612,1697015,2805156
"3073",51831,666764,666764,"South_Africa","POTATOES",2006,56000,1857239,2805156
"3074",51832,666768,666768,"South_Africa","POTATOES",2010,61009,2090214,2805156
"3075",51833,666772,666772,"South_Africa","POTATOES",2014,63127,2247495,2805156
"3076",51846,666982,666982,"South_Africa","RAPESEED",2000,19145,20300,20682792
"3077",51847,666988,666988,"South_Africa","RAPESEED",2006,32000,36500,20682792
"3078",51848,666992,666992,"South_Africa","RAPESEED",2010,34820,36900,20682792
"3079",51849,666996,666996,"South_Africa","RAPESEED",2014,95000,121000,20682792
"3080",51850,667038,667038,"South_Africa","RICE, PADDY",2000,1306,3000,11723040
"3081",51851,667044,667044,"South_Africa","RICE, PADDY",2006,1259,3117,11723040
"3082",51852,667048,667048,"South_Africa","RICE, PADDY",2010,1183,3063,11723040
"3083",51853,667052,667052,"South_Africa","RICE, PADDY",2014,1144,3056,11723040
"3084",51858,667150,667150,"South_Africa","RYE",2000,4227,1200,13355892
"3085",51859,667156,667156,"South_Africa","RYE",2006,3400,3000,13355892
"3086",51860,667160,667160,"South_Africa","RYE",2010,2201,1952,13355892
"3087",51861,667164,667164,"South_Africa","RYE",2014,2249,2444,13355892
"3088",51870,667318,667318,"South_Africa","SORGHUM",2000,142200,472763,14360724
"3089",51871,667324,667324,"South_Africa","SORGHUM",2006,37150,96000,14360724
"3090",51872,667328,667328,"South_Africa","SORGHUM",2010,86675,196500,14360724
"3091",51873,667332,667332,"South_Africa","SORGHUM",2014,78750,265000,14360724
"3092",51874,667374,667374,"South_Africa","SOYBEANS",2000,93790,153925,14025780
"3093",51875,667380,667380,"South_Africa","SOYBEANS",2006,240570,424000,14025780
"3094",51876,667384,667384,"South_Africa","SOYBEANS",2010,311450,566000,14025780
"3095",51877,667388,667388,"South_Africa","SOYBEANS",2014,502900,948000,14025780
"3096",51882,667486,667486,"South_Africa","SUGAR CANE",2000,322858,23876162,1256040
"3097",51883,667492,667492,"South_Africa","SUGAR CANE",2006,305600,20278603,1256040
"3098",51884,667496,667496,"South_Africa","SUGAR CANE",2010,271080,16015649,1256040
"3099",51885,667500,667500,"South_Africa","SUGAR CANE",2014,272930,17755537,1256040
"3100",51886,667542,667542,"South_Africa","SUNFLOWER SEED",2000,396350,566798,12895344
"3101",51887,667548,667548,"South_Africa","SUNFLOWER SEED",2006,472480,520000,12895344
"3102",51888,667552,667552,"South_Africa","SUNFLOWER SEED",2010,397700,490000,12895344
"3103",51889,667556,667556,"South_Africa","SUNFLOWER SEED",2014,598950,832000,12895344
"3104",51926,668102,668102,"South_Africa","WHEAT",2000,934000,2428100,13983912
"3105",51927,668108,668108,"South_Africa","WHEAT",2006,765000,2105000,13983912
"3106",51928,668112,668112,"South_Africa","WHEAT",2010,558100,1430000,13983912
"3107",51929,668116,668116,"South_Africa","WHEAT",2014,476570,1750000,13983912
"3108",54535,703495,703495,"Spain","BARLEY",2000,3278025,11063008,13900176
"3109",54536,703501,703501,"Spain","BARLEY",2006,3197365,8136389,13900176
"3110",54537,703505,703505,"Spain","BARLEY",2010,2885612,8154392,13900176
"3111",54538,703509,703509,"Spain","BARLEY",2014,2792110,6983109,13900176
"3112",54707,705807,705807,"Spain","GROUNDNUTS, WITH SHELL",2000,71,188,17333352
"3113",54708,705813,705813,"Spain","GROUNDNUTS, WITH SHELL",2006,202,249,17333352
"3114",54709,705817,705817,"Spain","GROUNDNUTS, WITH SHELL",2010,19,58,17333352
"3115",54710,705821,705821,"Spain","GROUNDNUTS, WITH SHELL",2014,900,2659,17333352
"3116",54755,706445,706445,"Spain","MAIZE",2000,433146,3991752,14905008
"3117",54756,706451,706451,"Spain","MAIZE",2006,344400,3355722,14905008
"3118",54757,706455,706455,"Spain","MAIZE",2010,314990,3324821,14905008
"3119",54758,706459,706459,"Spain","MAIZE",2014,418545,4776190,14905008
"3120",54763,706557,706557,"Spain","MILLET",2000,373,972,14235120
"3121",54764,706563,706563,"Spain","MILLET",2006,367,604,14235120
"3122",54765,706567,706567,"Spain","MILLET",2010,534,1070,14235120
"3123",54766,706571,706571,"Spain","MILLET",2014,420,713,14235120
"3124",54839,707560,707560,"Spain","POTATOES",2000,118754,3078059,2805156
"3125",54840,707566,707566,"Spain","POTATOES",2006,87199,2515001,2805156
"3126",54841,707570,707570,"Spain","POTATOES",2010,79162,2326654,2805156
"3127",54842,707574,707574,"Spain","POTATOES",2014,75956,2543930,2805156
"3128",54863,707888,707888,"Spain","RAPESEED",2000,31400,49600,20682792
"3129",54864,707894,707894,"Spain","RAPESEED",2006,5481,7926,20682792
"3130",54865,707898,707898,"Spain","RAPESEED",2010,19600,35500,20682792
"3131",54866,707902,707902,"Spain","RAPESEED",2014,43176,104262,20682792
"3132",54871,708000,708000,"Spain","RICE, PADDY",2000,117045,827051,11723040
"3133",54872,708006,708006,"Spain","RICE, PADDY",2006,106535,724351,11723040
"3134",54873,708010,708010,"Spain","RICE, PADDY",2010,122184,927817,11723040
"3135",54874,708014,708014,"Spain","RICE, PADDY",2014,110419,861103,11723040
"3136",54883,708168,708168,"Spain","RYE",2000,109609,220044,13355892
"3137",54884,708174,708174,"Spain","RYE",2006,106073,164997,13355892
"3138",54885,708178,708178,"Spain","RYE",2010,135488,258380,13355892
"3139",54886,708182,708182,"Spain","RYE",2014,170185,290970,13355892
"3140",54895,708336,708336,"Spain","SORGHUM",2000,8842,41587,14360724
"3141",54896,708342,708342,"Spain","SORGHUM",2006,5420,20519,14360724
"3142",54897,708346,708346,"Spain","SORGHUM",2010,7140,36561,14360724
"3143",54898,708350,708350,"Spain","SORGHUM",2014,7288,47661,14360724
"3144",54899,708383,708383,"Spain","SOYBEANS",2000,3053,6677,14025780
"3145",54900,708389,708389,"Spain","SOYBEANS",2006,630,1519,14025780
"3146",54901,708393,708393,"Spain","SOYBEANS",2010,766,1812,14025780
"3147",54902,708397,708397,"Spain","SOYBEANS",2014,805,2650,14025780
"3148",54919,708663,708663,"Spain","SUGAR CANE",2000,1068,106178,1256040
"3149",54920,708669,708669,"Spain","SUGAR CANE",2006,292,16425,1256040
"3150",54921,708673,708673,"Spain","SUGAR CANE",2010,5,220,1256040
"3151",54922,708677,708677,"Spain","SUGAR CANE",2014,9,463,1256040
"3152",54923,708719,708719,"Spain","SUNFLOWER SEED",2000,838904,918999,12895344
"3153",54924,708725,708725,"Spain","SUNFLOWER SEED",2006,622494,662083,12895344
"3154",54925,708729,708729,"Spain","SUNFLOWER SEED",2010,697900,887000,12895344
"3155",54926,708733,708733,"Spain","SUNFLOWER SEED",2014,783425,952986,12895344
"3156",54975,709429,709429,"Spain","WHEAT",2000,2353027,7293623,13983912
"3157",54976,709435,709435,"Spain","WHEAT",2006,1920233,5521582,13983912
"3158",54977,709439,709439,"Spain","WHEAT",2010,1948073,5941197,13983912
"3159",54978,709443,709443,"Spain","WHEAT",2014,2171200,6471400,13983912
"3160",55007,709849,709849,"Sri_Lanka","CASSAVA",2000,29540,249110,4563612
"3161",55008,709855,709855,"Sri_Lanka","CASSAVA",2006,23560,226080,4563612
"3162",55009,709859,709859,"Sri_Lanka","CASSAVA",2010,23440,282760,4563612
"3163",55010,709863,709863,"Sri_Lanka","CASSAVA",2014,23789,301548,4563612
"3164",55087,710963,710963,"Sri_Lanka","GROUNDNUTS, WITH SHELL",2000,10540,7070,17333352
"3165",55088,710969,710969,"Sri_Lanka","GROUNDNUTS, WITH SHELL",2006,11660,9820,17333352
"3166",55089,710973,710973,"Sri_Lanka","GROUNDNUTS, WITH SHELL",2010,9480,14350,17333352
"3167",55090,710977,710977,"Sri_Lanka","GROUNDNUTS, WITH SHELL",2014,14304,25383,17333352
"3168",55099,711131,711131,"Sri_Lanka","MAIZE",2000,28648,31050,14905008
"3169",55100,711137,711137,"Sri_Lanka","MAIZE",2006,32000,47530,14905008
"3170",55101,711141,711141,"Sri_Lanka","MAIZE",2010,57620,161690,14905008
"3171",55102,711145,711145,"Sri_Lanka","MAIZE",2014,67159,241144,14905008
"3172",55107,711243,711243,"Sri_Lanka","MILLET",2000,6740,4970,14235120
"3173",55108,711249,711249,"Sri_Lanka","MILLET",2006,5970,6330,14235120
"3174",55109,711253,711253,"Sri_Lanka","MILLET",2010,6600,7330,14235120
"3175",55110,711257,711257,"Sri_Lanka","MILLET",2014,5400,3398,14235120
"3176",55147,711799,711799,"Sri_Lanka","POTATOES",2000,3642,48410,2805156
"3177",55148,711805,711805,"Sri_Lanka","POTATOES",2006,5300,78490,2805156
"3178",55149,711809,711809,"Sri_Lanka","POTATOES",2010,3840,51930,2805156
"3179",55150,711813,711813,"Sri_Lanka","POTATOES",2014,5365,82372,2805156
"3180",55159,711967,711967,"Sri_Lanka","RICE, PADDY",2000,832000,2859900,11723040
"3181",55160,711973,711973,"Sri_Lanka","RICE, PADDY",2006,910493,3342000,11723040
"3182",55161,711977,711977,"Sri_Lanka","RICE, PADDY",2010,1060360,4300620,11723040
"3183",55162,711981,711981,"Sri_Lanka","RICE, PADDY",2014,881000,3381000,11723040
"3184",55179,712247,712247,"Sri_Lanka","SORGHUM",2000,160,120,14360724
"3185",55180,712253,712253,"Sri_Lanka","SORGHUM",2006,200,170,14360724
"3186",55181,712257,712257,"Sri_Lanka","SORGHUM",2010,80,100,14360724
"3187",55182,712261,712261,"Sri_Lanka","SORGHUM",2014,96,133,14360724
"3188",55183,712303,712303,"Sri_Lanka","SOYBEANS",2000,690,640,14025780
"3189",55184,712309,712309,"Sri_Lanka","SOYBEANS",2006,3070,5180,14025780
"3190",55185,712313,712313,"Sri_Lanka","SOYBEANS",2010,4500,7520,14025780
"3191",55186,712317,712317,"Sri_Lanka","SOYBEANS",2014,6229,6790,14025780
"3192",55191,712415,712415,"Sri_Lanka","SUGAR CANE",2000,17930,1065520,1256040
"3193",55192,712421,712421,"Sri_Lanka","SUGAR CANE",2006,18780,1136600,1256040
"3194",55193,712425,712425,"Sri_Lanka","SUGAR CANE",2010,14850,914850,1256040
"3195",55194,712429,712429,"Sri_Lanka","SUGAR CANE",2014,20853,960392,1256040
"3196",55811,720960,720960,"Sweden","BARLEY",2000,411224,1615400,13900176
"3197",55812,720966,720966,"Sweden","BARLEY",2006,306930,1110600,13900176
"3198",55813,720970,720970,"Sweden","BARLEY",2010,310300,1232300,13900176
"3199",55814,720974,720974,"Sweden","BARLEY",2014,329090,1574200,13900176
"3200",55931,722539,722539,"Sweden","POTATOES",2000,32903,980100,2805156
"3201",55932,722545,722545,"Sweden","POTATOES",2006,28180,777800,2805156
"3202",55933,722549,722549,"Sweden","POTATOES",2010,27100,816300,2805156
"3203",55934,722553,722553,"Sweden","POTATOES",2014,23800,822100,2805156
"3204",55939,722651,722651,"Sweden","RAPESEED",2000,48168,121500,20682792
"3205",55940,722657,722657,"Sweden","RAPESEED",2006,90000,220400,20682792
"3206",55941,722661,722661,"Sweden","RAPESEED",2010,107500,276200,20682792
"3207",55942,722665,722665,"Sweden","RAPESEED",2014,93920,322700,20682792
"3208",55951,722819,722819,"Sweden","RYE",2000,34533,185100,13355892
"3209",55952,722825,722825,"Sweden","RYE",2006,23140,115400,13355892
"3210",55953,722829,722829,"Sweden","RYE",2010,24100,117600,13355892
"3211",55954,722833,722833,"Sweden","RYE",2014,26910,173600,13355892
"3212",55995,723410,723410,"Sweden","WHEAT",2000,401565,2371900,13983912
"3213",55996,723416,723416,"Sweden","WHEAT",2006,360150,1967400,13983912
"3214",55997,723420,723420,"Sweden","WHEAT",2010,397100,2143000,13983912
"3215",55998,723424,723424,"Sweden","WHEAT",2014,453480,3086400,13983912
"3216",56015,723690,723690,"Switzerland","BARLEY",2000,45741,274100,13900176
"3217",56016,723696,723696,"Switzerland","BARLEY",2006,37138,230000,13900176
"3218",56017,723700,723700,"Switzerland","BARLEY",2010,28949,174113,13900176
"3219",56018,723704,723704,"Switzerland","BARLEY",2014,26818,201091,13900176
"3220",56127,725246,725246,"Switzerland","MAIZE",2000,22006,212400,14905008
"3221",56128,725252,725252,"Switzerland","MAIZE",2006,18038,152400,14905008
"3222",56129,725256,725256,"Switzerland","MAIZE",2010,16898,143502,14905008
"3223",56130,725260,725260,"Switzerland","MAIZE",2014,15713,169000,14905008
"3224",56131,725302,725302,"Switzerland","MAIZE, GREEN",2000,NA,NA,2344608
"3225",56132,725308,725308,"Switzerland","MAIZE, GREEN",2006,122,1316,2344608
"3226",56133,725312,725312,"Switzerland","MAIZE, GREEN",2010,154,1876,2344608
"3227",56134,725316,725316,"Switzerland","MAIZE, GREEN",2014,176,1946,2344608
"3228",56139,725414,725414,"Switzerland","MILLET",2000,NA,NA,14235120
"3229",56140,725420,725420,"Switzerland","MILLET",2006,NA,NA,14235120
"3230",56141,725424,725424,"Switzerland","MILLET",2010,34,98,14235120
"3231",56142,725428,725428,"Switzerland","MILLET",2014,58,127,14235120
"3232",56191,726116,726116,"Switzerland","POTATOES",2000,14153,600600,2805156
"3233",56192,726122,726122,"Switzerland","POTATOES",2006,11973,391500,2805156
"3234",56193,726126,726126,"Switzerland","POTATOES",2010,10874,420800,2805156
"3235",56194,726130,726130,"Switzerland","POTATOES",2014,11341,503800,2805156
"3236",56207,726340,726340,"Switzerland","RAPESEED",2000,14343,42742,20682792
"3237",56208,726346,726346,"Switzerland","RAPESEED",2006,18723,57900,20682792
"3238",56209,726350,726350,"Switzerland","RAPESEED",2010,21806,67900,20682792
"3239",56210,726354,726354,"Switzerland","RAPESEED",2014,23184,93945,20682792
"3240",56219,726508,726508,"Switzerland","RYE",2000,3643,22400,13355892
"3241",56220,726514,726514,"Switzerland","RYE",2006,1539,8600,13355892
"3242",56221,726518,726518,"Switzerland","RYE",2010,2248,13708,13355892
"3243",56222,726522,726522,"Switzerland","RYE",2014,1899,12939,13355892
"3244",56223,726537,726537,"Switzerland","SOYBEANS",2000,952,3750,14025780
"3245",56224,726543,726543,"Switzerland","SOYBEANS",2006,1125,3000,14025780
"3246",56225,726547,726547,"Switzerland","SOYBEANS",2010,1087,3076,14025780
"3247",56226,726551,726551,"Switzerland","SOYBEANS",2014,1496,3882,14025780
"3248",56239,726761,726761,"Switzerland","SUNFLOWER SEED",2000,3579,11670,12895344
"3249",56240,726767,726767,"Switzerland","SUNFLOWER SEED",2006,5339,13300,12895344
"3250",56241,726771,726771,"Switzerland","SUNFLOWER SEED",2010,3563,10600,12895344
"3251",56242,726775,726775,"Switzerland","SUNFLOWER SEED",2014,3957,9730,12895344
"3252",56275,727241,727241,"Switzerland","WHEAT",2000,95617,568700,13983912
"3253",56276,727247,727247,"Switzerland","WHEAT",2006,93549,543800,13983912
"3254",56277,727251,727251,"Switzerland","WHEAT",2010,91150,524017,13983912
"3255",56278,727255,727255,"Switzerland","WHEAT",2014,86759,550826,13983912
"3256",56303,727621,727621,"Syrian_Arab_Republic","BARLEY",2000,1316893,211905,13900176
"3257",56304,727627,727627,"Syrian_Arab_Republic","BARLEY",2006,1307000,1202400,13900176
"3258",56305,727631,727631,"Syrian_Arab_Republic","BARLEY",2010,1526600,679800,13900176
"3259",56306,727635,727635,"Syrian_Arab_Republic","BARLEY",2014,1220559,600104,13900176
"3260",56419,729229,729229,"Syrian_Arab_Republic","GROUNDNUTS, WITH SHELL",2000,10260,28106,17333352
"3261",56420,729235,729235,"Syrian_Arab_Republic","GROUNDNUTS, WITH SHELL",2006,5740,16230,17333352
"3262",56421,729239,729239,"Syrian_Arab_Republic","GROUNDNUTS, WITH SHELL",2010,4688,13037,17333352
"3263",56422,729243,729243,"Syrian_Arab_Republic","GROUNDNUTS, WITH SHELL",2014,6032,17067,17333352
"3264",56443,729551,729551,"Syrian_Arab_Republic","MAIZE",2000,55316,190504,14905008
"3265",56444,729557,729557,"Syrian_Arab_Republic","MAIZE",2006,45220,158930,14905008
"3266",56445,729561,729561,"Syrian_Arab_Republic","MAIZE",2010,37918,133100,14905008
"3267",56446,729565,729565,"Syrian_Arab_Republic","MAIZE",2014,24620,67080,14905008
"3268",56451,729663,729663,"Syrian_Arab_Republic","MILLET",2000,3500,2400,14235120
"3269",56452,729669,729669,"Syrian_Arab_Republic","MILLET",2006,4200,4500,14235120
"3270",56453,729673,729673,"Syrian_Arab_Republic","MILLET",2010,1400,2400,14235120
"3271",56454,729677,729677,"Syrian_Arab_Republic","MILLET",2014,2093,3447,14235120
"3272",56517,730572,730572,"Syrian_Arab_Republic","POTATOES",2000,22783,484778,2805156
"3273",56518,730578,730578,"Syrian_Arab_Republic","POTATOES",2006,27720,603400,2805156
"3274",56519,730582,730582,"Syrian_Arab_Republic","POTATOES",2010,34500,673200,2805156
"3275",56520,730586,730586,"Syrian_Arab_Republic","POTATOES",2014,29878,539611,2805156
"3276",56537,730852,730852,"Syrian_Arab_Republic","RICE, PADDY",2000,NA,NA,11723040
"3277",56538,730858,730858,"Syrian_Arab_Republic","RICE, PADDY",2006,NA,NA,11723040
"3278",56539,730862,730862,"Syrian_Arab_Republic","RICE, PADDY",2010,NA,NA,11723040
"3279",56540,730866,730866,"Syrian_Arab_Republic","RICE, PADDY",2014,NA,NA,11723040
"3280",56553,731068,731068,"Syrian_Arab_Republic","SORGHUM",2000,3522,2372,14360724
"3281",56554,731074,731074,"Syrian_Arab_Republic","SORGHUM",2006,4165,4457,14360724
"3282",56555,731078,731078,"Syrian_Arab_Republic","SORGHUM",2010,1382,2372,14360724
"3283",56556,731082,731082,"Syrian_Arab_Republic","SORGHUM",2014,717,1850,14360724
"3284",56557,731097,731097,"Syrian_Arab_Republic","SOYBEANS",2000,2787,3804,14025780
"3285",56558,731103,731103,"Syrian_Arab_Republic","SOYBEANS",2006,1850,3140,14025780
"3286",56559,731107,731107,"Syrian_Arab_Republic","SOYBEANS",2010,2149,3147,14025780
"3287",56560,731111,731111,"Syrian_Arab_Republic","SOYBEANS",2014,132,303,14025780
"3288",56569,731265,731265,"Syrian_Arab_Republic","SUGAR CANE",2000,0,0,1256040
"3289",56570,731271,731271,"Syrian_Arab_Republic","SUGAR CANE",2006,0,0,1256040
"3290",56571,731275,731275,"Syrian_Arab_Republic","SUGAR CANE",2010,0,1,1256040
"3291",56572,731279,731279,"Syrian_Arab_Republic","SUGAR CANE",2014,0,1,1256040
"3292",56573,731321,731321,"Syrian_Arab_Republic","SUNFLOWER SEED",2000,3327,8631,12895344
"3293",56574,731327,731327,"Syrian_Arab_Republic","SUNFLOWER SEED",2006,8302,14671,12895344
"3294",56575,731331,731331,"Syrian_Arab_Republic","SUNFLOWER SEED",2010,7636,12712,12895344
"3295",56576,731335,731335,"Syrian_Arab_Republic","SUNFLOWER SEED",2014,5008,6009,12895344
"3296",56613,731881,731881,"Syrian_Arab_Republic","WHEAT",2000,1678797,3105489,13983912
"3297",56614,731887,731887,"Syrian_Arab_Republic","WHEAT",2006,1787000,4932000,13983912
"3298",56615,731891,731891,"Syrian_Arab_Republic","WHEAT",2010,1599100,3083100,13983912
"3299",56616,731895,731895,"Syrian_Arab_Republic","WHEAT",2014,1287886,2024332,13983912
"3300",56859,733471,733471,"Thailand","BARLEY",2000,6132,11461,13900176
"3301",56860,733477,733477,"Thailand","BARLEY",2006,10000,17000,13900176
"3302",56861,733481,733481,"Thailand","BARLEY",2010,10000,17000,13900176
"3303",56862,733485,733485,"Thailand","BARLEY",2014,10000,17100,13900176
"3304",56887,733863,733863,"Thailand","CASSAVA",2000,1130942,19064284,4563612
"3305",56888,733869,733869,"Thailand","CASSAVA",2006,1070806,22584402,4563612
"3306",56889,733873,733873,"Thailand","CASSAVA",2010,1184827,22005740,4563612
"3307",56890,733877,733877,"Thailand","CASSAVA",2014,1348996,30022052,4563612
"3308",56995,735353,735353,"Thailand","GROUNDNUTS, WITH SHELL",2000,82786,131897,17333352
"3309",56996,735359,735359,"Thailand","GROUNDNUTS, WITH SHELL",2006,38310,64648,17333352
"3310",56997,735363,735363,"Thailand","GROUNDNUTS, WITH SHELL",2010,30835,48839,17333352
"3311",56998,735367,735367,"Thailand","GROUNDNUTS, WITH SHELL",2014,23660,39670,17333352
"3312",57023,735742,735742,"Thailand","MAIZE",2000,1218287,4472903,14905008
"3313",57024,735748,735748,"Thailand","MAIZE",2006,995614,3918332,14905008
"3314",57025,735752,735752,"Thailand","MAIZE",2010,1162898,4860746,14905008
"3315",57026,735756,735756,"Thailand","MAIZE",2014,1131728,4804670,14905008
"3316",57027,735798,735798,"Thailand","MAIZE, GREEN",2000,22580,177142,2344608
"3317",57028,735804,735804,"Thailand","MAIZE, GREEN",2006,26634,221909,2344608
"3318",57029,735808,735808,"Thailand","MAIZE, GREEN",2010,29386,262942,2344608
"3319",57030,735812,735812,"Thailand","MAIZE, GREEN",2014,29600,268961,2344608
"3320",57043,736030,736030,"Thailand","OIL PALM FRUIT",2000,230053,3342923,6615144
"3321",57044,736036,736036,"Thailand","OIL PALM FRUIT",2006,379872,6715036,6615144
"3322",57045,736040,736040,"Thailand","OIL PALM FRUIT",2010,541569,8227238,6615144
"3323",57046,736044,736044,"Thailand","OIL PALM FRUIT",2014,643811,12472505,6615144
"3324",57071,736421,736421,"Thailand","PALM KERNELS",2000,NA,116000,21520152
"3325",57072,736427,736427,"Thailand","PALM KERNELS",2006,NA,191000,21520152
"3326",57073,736431,736431,"Thailand","PALM KERNELS",2010,NA,310000,21520152
"3327",57074,736435,736435,"Thailand","PALM KERNELS",2014,NA,414000,21520152
"3328",57091,736700,736700,"Thailand","POTATOES",2000,7656,100122,2805156
"3329",57092,736706,736706,"Thailand","POTATOES",2006,7759,118569,2805156
"3330",57093,736710,736710,"Thailand","POTATOES",2010,9481,134645,2805156
"3331",57094,736714,736714,"Thailand","POTATOES",2014,6168,99175,2805156
"3332",57107,736930,736930,"Thailand","RICE, PADDY",2000,9891200,25843878,11723040
