"","X.1","X","Area","Item","Year","Area_harvested_ha","Production_t"
"1267",17401,17401,"Algeria","Grapefruit (inc. pomelos)",2010,79,1656
"1268",17405,17405,"Algeria","Grapefruit (inc. pomelos)",2014,83,2220
"1269",17447,17447,"Algeria","Grapes",2000,51020,203617
"1270",17453,17453,"Algeria","Grapes",2006,75187,398018
"1271",17457,17457,"Algeria","Grapes",2010,69224,560562
"1272",17461,17461,"Algeria","Grapes",2014,66417,518035
"1273",17478,17478,"Algeria","Groundnuts, with shell",2000,4020,3894
"1274",17484,17484,"Algeria","Groundnuts, with shell",2006,2718,2995
"1275",17488,17488,"Algeria","Groundnuts, with shell",2010,2524,3385
"1276",17492,17492,"Algeria","Groundnuts, with shell",2014,2255,3459
"1277",17534,17534,"Algeria","Lemons and limes",2000,2690,29281
"1278",17540,17540,"Algeria","Lemons and limes",2006,3283,47271
"1279",17544,17544,"Algeria","Lemons and limes",2010,4344,52136
"1280",17548,17548,"Algeria","Lemons and limes",2014,3858,85642
"1281",17590,17590,"Algeria","Lentils",2000,690,194
"1282",17596,17596,"Algeria","Lentils",2006,1218,658
"1283",17600,17600,"Algeria","Lentils",2010,4233,4590
"1284",17604,17604,"Algeria","Lentils",2014,6458,5341
"1285",17646,17646,"Algeria","Maize",2000,430,1556
"1286",17652,17652,"Algeria","Maize",2006,374,2456
"1287",17656,17656,"Algeria","Maize",2010,139,359
"1288",17660,17660,"Algeria","Maize",2014,983,2572
"1289",17673,17673,"Algeria","Mushrooms and truffles",2000,NA,113
"1290",17679,17679,"Algeria","Mushrooms and truffles",2006,NA,200
"1291",17683,17683,"Algeria","Mushrooms and truffles",2010,NA,211
"1292",17687,17687,"Algeria","Mushrooms and truffles",2014,NA,2200
"1293",17729,17729,"Algeria","Oats",2000,14660,8170
"1294",17735,17735,"Algeria","Oats",2006,75035,89000
"1295",17739,17739,"Algeria","Oats",2010,81670,101500
"1296",17743,17743,"Algeria","Oats",2014,64801,56580
"1297",17785,17785,"Algeria","Oilcrops, Cake Equivalent",2000,NA,18925
"1298",17791,17791,"Algeria","Oilcrops, Cake Equivalent",2006,NA,18585
"1299",17795,17795,"Algeria","Oilcrops, Cake Equivalent",2010,NA,16736
"1300",17799,17799,"Algeria","Oilcrops, Cake Equivalent",2014,NA,15765
"1301",17839,17839,"Algeria","Oilcrops, Oil Equivalent",2000,NA,59982
"1302",17845,17845,"Algeria","Oilcrops, Oil Equivalent",2006,NA,70192
"1303",17849,17849,"Algeria","Oilcrops, Oil Equivalent",2010,NA,79277
"1304",17853,17853,"Algeria","Oilcrops, Oil Equivalent",2014,NA,116419
"1305",17893,17893,"Algeria","Olives",2000,168080,217112
"1306",17899,17899,"Algeria","Olives",2006,263352,264733
"1307",17903,17903,"Algeria","Olives",2010,294200,311252
"1308",17907,17907,"Algeria","Olives",2014,383443,482860
"1309",17949,17949,"Algeria","Onions, dry",2000,26490,315741
"1310",17955,17955,"Algeria","Onions, dry",2006,38417,703873
"1311",17959,17959,"Algeria","Onions, dry",2010,42455,1001304
"1312",17963,17963,"Algeria","Onions, dry",2014,47982,1340877
"1313",18005,18005,"Algeria","Onions, shallots, green",2000,24,240
"1314",18011,18011,"Algeria","Onions, shallots, green",2006,28,280
"1315",18015,18015,"Algeria","Onions, shallots, green",2010,30,300
"1316",18019,18019,"Algeria","Onions, shallots, green",2014,31,338
"1317",18061,18061,"Algeria","Oranges",2000,27180,299583
"1318",18067,18067,"Algeria","Oranges",2006,30864,474453
"1319",18071,18071,"Algeria","Oranges",2010,46884,582496
"1320",18075,18075,"Algeria","Oranges",2014,42952,955206
"1321",18117,18117,"Algeria","Peaches and nectarines",2000,9930,59140
"1322",18123,18123,"Algeria","Peaches and nectarines",2006,15913,117504
"1323",18127,18127,"Algeria","Peaches and nectarines",2010,24213,156890
"1324",18131,18131,"Algeria","Peaches and nectarines",2014,19438,175174
"1325",18173,18173,"Algeria","Pears",2000,10940,74176
"1326",18179,18179,"Algeria","Pears",2006,20102,189430
"1327",18183,18183,"Algeria","Pears",2010,32744,234274
"1328",18187,18187,"Algeria","Pears",2014,25264,228114
"1329",18229,18229,"Algeria","Peas, dry",2000,7170,1593
"1330",18235,18235,"Algeria","Peas, dry",2006,9157,5381
"1331",18239,18239,"Algeria","Peas, dry",2010,8865,6613
"1332",18243,18243,"Algeria","Peas, dry",2014,11342,10119
"1333",18272,18272,"Algeria","Peas, green",2000,18720,47389
"1334",18278,18278,"Algeria","Peas, green",2006,25824,81501
"1335",18282,18282,"Algeria","Peas, green",2010,31109,125122
"1336",18286,18286,"Algeria","Peas, green",2014,35538,146937
"1337",18329,18329,"Algeria","Plums and sloes",2000,5920,26353
"1338",18335,18335,"Algeria","Plums and sloes",2006,12157,65651
"1339",18339,18339,"Algeria","Plums and sloes",2010,22882,90229
"1340",18343,18343,"Algeria","Plums and sloes",2014,16406,107191
"1341",18385,18385,"Algeria","Potatoes",2000,72690,1207690
"1342",18391,18391,"Algeria","Potatoes",2006,98825,2180961
"1343",18395,18395,"Algeria","Potatoes",2010,121996,3300312
"1344",18399,18399,"Algeria","Potatoes",2014,156176,4673516
"1345",18441,18441,"Algeria","Pulses, nes",2000,63140,21864
"1346",18447,18447,"Algeria","Pulses, nes",2006,66866,44069
"1347",18451,18451,"Algeria","Pulses, nes",2010,74220,74325
"1348",18455,18455,"Algeria","Pulses, nes",2014,280,397
"1349",18497,18497,"Algeria","Pulses,Total",2000,126280,43728
"1350",18503,18503,"Algeria","Pulses,Total",2006,133732,88139
"1351",18507,18507,"Algeria","Pulses,Total",2010,148446,146561
"1352",18511,18511,"Algeria","Pulses,Total",2014,90657,93782
"1353",18545,18545,"Algeria","Pumpkins, squash and gourds",2000,8580,94882
"1354",18551,18551,"Algeria","Pumpkins, squash and gourds",2006,11403,157505
"1355",18555,18555,"Algeria","Pumpkins, squash and gourds",2010,13052,222669
"1356",18559,18559,"Algeria","Pumpkins, squash and gourds",2014,12677,285293
"1357",18601,18601,"Algeria","Quinces",2000,560,1992
"1358",18607,18607,"Algeria","Quinces",2006,1673,8991
"1359",18611,18611,"Algeria","Quinces",2010,3311,11592
"1360",18615,18615,"Algeria","Quinces",2014,1887,11574
"1361",18639,18639,"Algeria","Rapeseed",2000,16000,29000
"1362",18645,18645,"Algeria","Rapeseed",2006,15000,29000
"1363",18649,18649,"Algeria","Rapeseed",2010,13154,25660
"1364",18653,18653,"Algeria","Rapeseed",2014,12165,23977
"1365",18695,18695,"Algeria","Rice, paddy",2000,335,437
"1366",18701,18701,"Algeria","Rice, paddy",2006,282,360
"1367",18705,18705,"Algeria","Rice, paddy",2010,203,311
"1368",18709,18709,"Algeria","Rice, paddy",2014,180,320
"1369",18751,18751,"Algeria","Roots and Tubers,Total",2000,72690,1207690
"1370",18757,18757,"Algeria","Roots and Tubers,Total",2006,98825,2180961
"1371",18761,18761,"Algeria","Roots and Tubers,Total",2010,121996,3300312
"1372",18765,18765,"Algeria","Roots and Tubers,Total",2014,156176,4673516
"1373",18807,18807,"Algeria","Seed cotton",2000,141,63
"1374",18813,18813,"Algeria","Seed cotton",2006,106,41
"1375",18817,18817,"Algeria","Seed cotton",2010,200,62
"1376",18821,18821,"Algeria","Seed cotton",2014,260,80
"1377",18863,18863,"Algeria","Sorghum",2000,120,834
"1378",18869,18869,"Algeria","Sorghum",2006,437,2479
"1379",18873,18873,"Algeria","Sorghum",2010,35,106
"1380",18877,18877,"Algeria","Sorghum",2014,75,465
"1381",18899,18899,"Algeria","Strawberries",2000,NA,NA
"1382",18905,18905,"Algeria","Strawberries",2006,NA,NA
"1383",18909,18909,"Algeria","Strawberries",2010,NA,NA
"1384",18913,18913,"Algeria","Strawberries",2014,NA,NA
"1385",18952,18952,"Algeria","Sugar beet",2000,NA,NA
"1386",18958,18958,"Algeria","Sugar beet",2006,NA,NA
"1387",18962,18962,"Algeria","Sugar beet",2010,NA,NA
"1388",18966,18966,"Algeria","Sugar beet",2014,NA,NA
"1389",19008,19008,"Algeria","Sunflower seed",2000,148,57
"1390",19014,19014,"Algeria","Sunflower seed",2006,163,66
"1391",19018,19018,"Algeria","Sunflower seed",2010,170,70
"1392",19022,19022,"Algeria","Sunflower seed",2014,180,80
"1393",19064,19064,"Algeria","Tangerines, mandarins, clementines, satsumas",2000,11370,102392
"1394",19070,19070,"Algeria","Tangerines, mandarins, clementines, satsumas",2006,11618,156091
"1395",19074,19074,"Algeria","Tangerines, mandarins, clementines, satsumas",2010,11779,151824
"1396",19078,19078,"Algeria","Tangerines, mandarins, clementines, satsumas",2014,12258,227935
"1397",19120,19120,"Algeria","Tobacco, unmanufactured",2000,6450,7153
"1398",19126,19126,"Algeria","Tobacco, unmanufactured",2006,5092,6889
"1399",19130,19130,"Algeria","Tobacco, unmanufactured",2010,4219,7604
"1400",19134,19134,"Algeria","Tobacco, unmanufactured",2014,4427,8707
"1401",19176,19176,"Algeria","Tomatoes",2000,16710,341447
"1402",19182,19182,"Algeria","Tomatoes",2006,20436,548934
"1403",19186,19186,"Algeria","Tomatoes",2010,21358,718235
"1404",19190,19190,"Algeria","Tomatoes",2014,22646,1065609
"1405",19232,19232,"Algeria","Treenuts,Total",2000,27150,26483
"1406",19238,19238,"Algeria","Treenuts,Total",2006,39098,53673
"1407",19242,19242,"Algeria","Treenuts,Total",2010,54485,56973
"1408",19246,19246,"Algeria","Treenuts,Total",2014,39050,64827
"1409",19288,19288,"Algeria","Triticale",2000,10,11
"1410",19294,19294,"Algeria","Triticale",2006,0,0
"1411",19298,19298,"Algeria","Triticale",2010,0,0
"1412",19302,19302,"Algeria","Triticale",2014,0,0
"1413",19344,19344,"Algeria","Vegetables Primary",2000,180684,1783772
"1414",19350,19350,"Algeria","Vegetables Primary",2006,238348,3042174
"1415",19354,19354,"Algeria","Vegetables Primary",2010,257996,4116876
"1416",19358,19358,"Algeria","Vegetables Primary",2014,279701,5849538
"1417",19400,19400,"Algeria","Vegetables, fresh nes",2000,25520,246899
"1418",19406,19406,"Algeria","Vegetables, fresh nes",2006,36144,395838
"1419",19410,19410,"Algeria","Vegetables, fresh nes",2010,34243,460692
"1420",19414,19414,"Algeria","Vegetables, fresh nes",2014,44010,980652
"1421",19448,19448,"Algeria","Vegetables, leguminous nes",2000,19570,77719
"1422",19454,19454,"Algeria","Vegetables, leguminous nes",2006,24661,177883
"1423",19458,19458,"Algeria","Vegetables, leguminous nes",2010,27782,248347
"1424",19462,19462,"Algeria","Vegetables, leguminous nes",2014,30833,295972
"1425",19504,19504,"Algeria","Vetches",2000,270,102
"1426",19510,19510,"Algeria","Vetches",2006,206,111
"1427",19514,19514,"Algeria","Vetches",2010,179,89
"1428",19518,19518,"Algeria","Vetches",2014,150,75
"1429",19560,19560,"Algeria","Watermelons",2000,28980,398691
"1430",19566,19566,"Algeria","Watermelons",2006,43290,785224
"1431",19570,19570,"Algeria","Watermelons",2010,49455,1223767
"1432",19574,19574,"Algeria","Watermelons",2014,54427,1614301
"1433",19616,19616,"Algeria","Wheat",2000,827000,760361
"1434",19622,19622,"Algeria","Wheat",2006,1783825,2687930
"1435",19626,19626,"Algeria","Wheat",2010,1755728,2605178
"1436",19630,19630,"Algeria","Wheat",2014,1651311,2436197
"2514",34581,34581,"Argentina","Almonds, with shell",2000,245,473
"2515",34587,34587,"Argentina","Almonds, with shell",2006,260,490
"2516",34591,34591,"Argentina","Almonds, with shell",2010,300,620
"2517",34595,34595,"Argentina","Almonds, with shell",2014,346,658
"2518",34637,34637,"Argentina","Anise, badian, fennel, coriander",2000,3300,2500
"2519",34643,34643,"Argentina","Anise, badian, fennel, coriander",2006,3350,2550
"2520",34647,34647,"Argentina","Anise, badian, fennel, coriander",2010,3346,2744
"2521",34651,34651,"Argentina","Anise, badian, fennel, coriander",2014,3258,2721
"2522",34693,34693,"Argentina","Apples",2000,46000,833322
"2523",34699,34699,"Argentina","Apples",2006,40356,1100000
"2524",34703,34703,"Argentina","Apples",2010,25440,720000
"2525",34707,34707,"Argentina","Apples",2014,31554,930000
"2526",34749,34749,"Argentina","Apricots",2000,2200,24275
"2527",34755,34755,"Argentina","Apricots",2006,2300,25200
"2528",34759,34759,"Argentina","Apricots",2010,2389,26413
"2529",34763,34763,"Argentina","Apricots",2014,2382,27014
"2530",34805,34805,"Argentina","Artichokes",2000,4357,83785
"2531",34811,34811,"Argentina","Artichokes",2006,4698,92000
"2532",34815,34815,"Argentina","Artichokes",2010,4475,98645
"2533",34819,34819,"Argentina","Artichokes",2014,4740,105189
"2534",34861,34861,"Argentina","Asparagus",2000,1664,6553
"2535",34867,34867,"Argentina","Asparagus",2006,1790,7100
"2536",34871,34871,"Argentina","Asparagus",2010,2225,8802
"2537",34875,34875,"Argentina","Asparagus",2014,2499,9878
"2538",34917,34917,"Argentina","Avocados",2000,527,3385
"2539",34923,34923,"Argentina","Avocados",2006,550,3450
"2540",34927,34927,"Argentina","Avocados",2010,562,3740
"2541",34931,34931,"Argentina","Avocados",2014,581,3891
"2542",34973,34973,"Argentina","Bananas",2000,8500,175000
"2543",34979,34979,"Argentina","Bananas",2006,8600,181000
"2544",34983,34983,"Argentina","Bananas",2010,8203,171233
"2545",34987,34987,"Argentina","Bananas",2014,8408,175456
"2546",35029,35029,"Argentina","Barley",2000,247830,722490
"2547",35035,35035,"Argentina","Barley",2006,337592,1268465
"2548",35039,35039,"Argentina","Barley",2010,746435,2964075
"2549",35043,35043,"Argentina","Barley",2014,888873,2901492
"2550",35085,35085,"Argentina","Beans, dry",2000,276170,297157
"2551",35091,35091,"Argentina","Beans, dry",2006,235090,322775
"2552",35095,35095,"Argentina","Beans, dry",2010,268105,338120
"2553",35099,35099,"Argentina","Beans, dry",2014,350150,429832
"2554",35141,35141,"Argentina","Beans, green",2000,600,4000
"2555",35147,35147,"Argentina","Beans, green",2006,650,4150
"2556",35151,35151,"Argentina","Beans, green",2010,882,4000
"2557",35155,35155,"Argentina","Beans, green",2014,906,4062
"2558",35197,35197,"Argentina","Broad beans, horse beans, dry",2000,1550,14000
"2559",35203,35203,"Argentina","Broad beans, horse beans, dry",2006,1660,15200
"2560",35207,35207,"Argentina","Broad beans, horse beans, dry",2010,1750,15786
"2561",35211,35211,"Argentina","Broad beans, horse beans, dry",2014,1803,16039
"2562",35253,35253,"Argentina","Canary seed",2000,23415,22217
"2563",35259,35259,"Argentina","Canary seed",2006,13260,14704
"2564",35263,35263,"Argentina","Canary seed",2010,16685,9765
"2565",35267,35267,"Argentina","Canary seed",2014,24235,52970
"2566",35309,35309,"Argentina","Carrots and turnips",2000,8500,221791
"2567",35315,35315,"Argentina","Carrots and turnips",2006,9600,230100
"2568",35319,35319,"Argentina","Carrots and turnips",2010,9417,256304
"2569",35323,35323,"Argentina","Carrots and turnips",2014,9515,274807
"2570",35365,35365,"Argentina","Cassava",2000,17000,170000
"2571",35371,35371,"Argentina","Cassava",2006,17200,172000
"2572",35375,35375,"Argentina","Cassava",2010,18000,181800
"2573",35379,35379,"Argentina","Cassava",2014,18642,186057
"2574",35412,35412,"Argentina","Castor oil seed",2000,NA,NA
"2575",35418,35418,"Argentina","Castor oil seed",2006,NA,NA
"2576",35422,35422,"Argentina","Castor oil seed",2010,NA,NA
"2577",35426,35426,"Argentina","Castor oil seed",2014,NA,NA
"2578",35468,35468,"Argentina","Cereals (Rice Milled Eqv)",2000,10968267,NA
"2579",35474,35474,"Argentina","Cereals (Rice Milled Eqv)",2006,8677568,NA
"2580",35478,35478,"Argentina","Cereals (Rice Milled Eqv)",2010,8304862,NA
"2581",35482,35482,"Argentina","Cereals (Rice Milled Eqv)",2014,12118136,NA
"2582",35524,35524,"Argentina","Cereals, nes",2000,20000,13000
"2583",35530,35530,"Argentina","Cereals, nes",2006,22200,15200
"2584",35534,35534,"Argentina","Cereals, nes",2010,26000,18978
"2585",35538,35538,"Argentina","Cereals, nes",2014,28241,18071
"2586",35580,35580,"Argentina","Cereals,Total",2000,10968267,38086960
"2587",35586,35586,"Argentina","Cereals,Total",2006,8677568,32263201
"2588",35590,35590,"Argentina","Cereals,Total",2010,8304862,40266747
"2589",35594,35594,"Argentina","Cereals,Total",2014,12118136,55876126
"2590",35636,35636,"Argentina","Cherries",2000,1295,6511
"2591",35642,35642,"Argentina","Cherries",2006,1350,6750
"2592",35646,35646,"Argentina","Cherries",2010,1800,7573
"2593",35650,35650,"Argentina","Cherries",2014,1661,7104
"2594",35692,35692,"Argentina","Chick peas",2000,1300,1200
"2595",35698,35698,"Argentina","Chick peas",2006,4500,4500
"2596",35702,35702,"Argentina","Chick peas",2010,17500,19500
"2597",35706,35706,"Argentina","Chick peas",2014,51991,54934
"2598",35748,35748,"Argentina","Chillies and peppers, dry",2000,2901,3100
"2599",35754,35754,"Argentina","Chillies and peppers, dry",2006,3100,3200
"2600",35758,35758,"Argentina","Chillies and peppers, dry",2010,2881,3163
"2601",35762,35762,"Argentina","Chillies and peppers, dry",2014,2879,3194
"2602",35804,35804,"Argentina","Chillies and peppers, green",2000,8113,120241
"2603",35810,35810,"Argentina","Chillies and peppers, green",2006,6300,126000
"2604",35814,35814,"Argentina","Chillies and peppers, green",2010,7072,145195
"2605",35818,35818,"Argentina","Chillies and peppers, green",2014,6618,145380
"2606",35860,35860,"Argentina","Citrus Fruit,Total",2000,125773,2832462
"2607",35866,35866,"Argentina","Citrus Fruit,Total",2006,155500,3140000
"2608",35870,35870,"Argentina","Citrus Fruit,Total",2010,134419,2559418
"2609",35874,35874,"Argentina","Citrus Fruit,Total",2014,125340,2593582
"2610",35916,35916,"Argentina","Coarse Grain, Total",2000,4556237,21704670
"2611",35922,35922,"Argentina","Coarse Grain, Total",2006,3480403,18347733
"2612",35926,35926,"Argentina","Coarse Grain, Total",2010,4763735,30007115
"2613",35930,35930,"Argentina","Coarse Grain, Total",2014,6843551,40150891
"2614",35972,35972,"Argentina","Cotton lint",2000,NA,134000
"2615",35978,35978,"Argentina","Cotton lint",2006,NA,145000
"2616",35982,35982,"Argentina","Cotton lint",2010,NA,248000
"2617",35986,35986,"Argentina","Cotton lint",2014,NA,327000
"2618",36026,36026,"Argentina","Cottonseed",2000,NA,223000
"2619",36032,36032,"Argentina","Cottonseed",2006,NA,229773
"2620",36036,36036,"Argentina","Cottonseed",2010,NA,414450
"2621",36040,36040,"Argentina","Cottonseed",2014,NA,520000
"2622",36080,36080,"Argentina","Fibre crops nes",2000,1400,1400
"2623",36086,36086,"Argentina","Fibre crops nes",2006,1443,1450
"2624",36090,36090,"Argentina","Fibre crops nes",2010,1502,1512
"2625",36094,36094,"Argentina","Fibre crops nes",2014,1656,1689
