"","X.3","X.2","X.1","X","Area","Item","Year","Area_harvested_ha","Production_t","kj_t_crop","production_kj"
"402",402,7268,94031,94031,"Bolivia_(Plurinational_State_of)","RYE",2014,384,274,13355892,3659514408
"403",403,7277,94141,94141,"Bolivia_(Plurinational_State_of)","SORGHUM",2000,42743,94521,14360724,1357389993204
"404",404,7278,94147,94147,"Bolivia_(Plurinational_State_of)","SORGHUM",2006,104000,271001,14360724,3891770564724
"405",405,7279,94151,94151,"Bolivia_(Plurinational_State_of)","SORGHUM",2010,83852,338397,14360724,4859625919428
"406",406,7280,94155,94155,"Bolivia_(Plurinational_State_of)","SORGHUM",2014,275935,656494,14360724,9427729141656
"407",407,7281,94192,94192,"Bolivia_(Plurinational_State_of)","SOYBEANS",2000,616964,1197251,14025780,16792379130780
"408",408,7282,94198,94198,"Bolivia_(Plurinational_State_of)","SOYBEANS",2006,950118,1618966,14025780,22707260943480
"409",409,7283,94202,94202,"Bolivia_(Plurinational_State_of)","SOYBEANS",2010,1086769,1693048,14025780,23746318777440
"410",410,7284,94206,94206,"Bolivia_(Plurinational_State_of)","SOYBEANS",2014,1282455,2814321,14025780,39473047195380
"411",411,7293,94346,94346,"Bolivia_(Plurinational_State_of)","SUGAR CANE",2000,83838,3601748,1256040,4523939557920
"412",412,7294,94352,94352,"Bolivia_(Plurinational_State_of)","SUGAR CANE",2006,115862,6201125,1256040,7788861045000
"413",413,7295,94356,94356,"Bolivia_(Plurinational_State_of)","SUGAR CANE",2010,136403,6403181,1256040,8042651463240
"414",414,7296,94360,94360,"Bolivia_(Plurinational_State_of)","SUGAR CANE",2014,148758,7598630,1256040,9544183225200
"415",415,7297,94376,94376,"Bolivia_(Plurinational_State_of)","SUNFLOWER SEED",2000,130000,110500,12895344,1424935512000
"416",416,7298,94382,94382,"Bolivia_(Plurinational_State_of)","SUNFLOWER SEED",2006,94437,100983,12895344,1302210523152
"417",417,7299,94386,94386,"Bolivia_(Plurinational_State_of)","SUNFLOWER SEED",2010,177702,246683,12895344,3181062143952
"418",418,7300,94390,94390,"Bolivia_(Plurinational_State_of)","SUNFLOWER SEED",2014,194082,198566,12895344,2560576876704
"419",419,7341,94973,94973,"Bolivia_(Plurinational_State_of)","WHEAT",2000,119538,101510,13983912,1419506907120
"420",420,7342,94979,94979,"Bolivia_(Plurinational_State_of)","WHEAT",2006,129290,143677,13983912,2009166524424
"421",421,7343,94983,94983,"Bolivia_(Plurinational_State_of)","WHEAT",2010,173412,241397,13983912,3375674405064
"422",422,7344,94987,94987,"Bolivia_(Plurinational_State_of)","WHEAT",2014,149902,159670,13983912,2232811229040
"423",423,7726,98312,98312,"Brazil","BARLEY",2000,145507,282826,13900176,3931331177376
"424",424,7727,98318,98318,"Brazil","BARLEY",2006,82177,202940,13900176,2820901717440
"425",425,7728,98322,98322,"Brazil","BARLEY",2010,84118,278558,13900176,3872005226208
"426",426,7729,98326,98326,"Brazil","BARLEY",2014,89451,251539,13900176,3496436370864
"427",427,7758,98760,98760,"Brazil","CASSAVA",2000,1709315,23044190,4563612,105164742014280
"428",428,7759,98766,98766,"Brazil","CASSAVA",2006,1896509,26639012,4563612,121570114831344
"429",429,7760,98770,98770,"Brazil","CASSAVA",2010,1789769,24967052,4563612,113939938111824
"430",430,7761,98774,98774,"Brazil","CASSAVA",2014,1568253,23253514,4563612,106120015532568
"431",431,7835,99803,99803,"Brazil","GROUNDNUTS, WITH SHELL",2000,104948,187890,17333352,3256763507280
"432",432,7836,99809,99809,"Brazil","GROUNDNUTS, WITH SHELL",2006,110777,249916,17333352,4331881998432
"433",433,7837,99813,99813,"Brazil","GROUNDNUTS, WITH SHELL",2010,94329,261455,17333352,4531891547160
"434",434,7838,99817,99817,"Brazil","GROUNDNUTS, WITH SHELL",2014,142952,402626,17333352,6978858182352
"435",435,7855,100081,100081,"Brazil","MAIZE",2000,11890376,32321000,14905008,481744763568000
"436",436,7856,100087,100087,"Brazil","MAIZE",2006,12613094,42661677,14905008,635872636978416
"437",437,7857,100091,100091,"Brazil","MAIZE",2010,12678875,55364271,14905008,825204902169168
"438",438,7858,100095,100095,"Brazil","MAIZE",2014,15432909,79881614,14905008,1190636095722912
"439",439,7879,100417,100417,"Brazil","OIL PALM FRUIT",2000,81881,678727,6615144,4489876841688
"440",440,7880,100423,100423,"Brazil","OIL PALM FRUIT",2006,96509,1207276,6615144,7986304587744
"441",441,7881,100427,100427,"Brazil","OIL PALM FRUIT",2010,106420,1292713,6615144,8551482645672
"442",442,7882,100431,100431,"Brazil","OIL PALM FRUIT",2014,126559,1393873,6615144,9220670612712
"443",443,7911,100859,100859,"Brazil","PALM KERNELS",2000,NA,122736,21520152,2641297375872
"444",444,7912,100865,100865,"Brazil","PALM KERNELS",2006,NA,128000,21520152,2754579456000
"445",445,7913,100869,100869,"Brazil","PALM KERNELS",2010,NA,208900,21520152,4495559752800
"446",446,7914,100873,100873,"Brazil","PALM KERNELS",2014,NA,206900,21520152,4452519448800
"447",447,7943,101306,101306,"Brazil","POTATOES",2000,151731,2606932,2805156,7312850941392
"448",448,7944,101312,101312,"Brazil","POTATOES",2006,140826,3151721,2805156,8841069073476
"449",449,7945,101316,101316,"Brazil","POTATOES",2010,137044,3547510,2805156,9951318961560
"450",450,7946,101320,101320,"Brazil","POTATOES",2014,132058,3689836,2805156,10350565594416
"451",451,7963,101555,101555,"Brazil","RAPESEED",2000,24000,41000,20682792,847994472000
"452",452,7964,101561,101561,"Brazil","RAPESEED",2006,31000,41000,20682792,847994472000
"453",453,7965,101565,101565,"Brazil","RAPESEED",2010,46000,70000,20682792,1447795440000
"454",454,7966,101569,101569,"Brazil","RAPESEED",2014,44000,55000,20682792,1137553560000
"455",455,7967,101611,101611,"Brazil","RICE, PADDY",2000,3664804,11134588,11723040,130531220507520
"456",456,7968,101617,101617,"Brazil","RICE, PADDY",2006,2970918,11526685,11723040,135127789322400
"457",457,7969,101621,101621,"Brazil","RICE, PADDY",2010,2722459,11235986,11723040,131719913317440
"458",458,7970,101625,101625,"Brazil","RICE, PADDY",2014,2340878,12175602,11723040,142735069270080
"459",459,7979,101779,101779,"Brazil","RYE",2000,6755,6948,13355892,92796737616
"460",460,7980,101785,101785,"Brazil","RYE",2006,2932,2353,13355892,31426413876
"461",461,7981,101789,101789,"Brazil","RYE",2010,2343,3165,13355892,42271398180
"462",462,7982,101793,101793,"Brazil","RYE",2014,3082,4452,13355892,59460431184
"463",463,7995,102003,102003,"Brazil","SORGHUM",2000,528061,792759,14360724,11384593197516
"464",464,7996,102009,102009,"Brazil","SORGHUM",2006,722200,1604920,14360724,23047813162080
"465",465,7997,102013,102013,"Brazil","SORGHUM",2010,661180,1532064,14360724,22001548254336
"466",466,7998,102017,102017,"Brazil","SORGHUM",2014,840093,2279114,14360724,32729727118536
"467",467,7999,102059,102059,"Brazil","SOYBEANS",2000,13656771,32820826,14025780,460337684894280
"468",468,8000,102065,102065,"Brazil","SOYBEANS",2006,22047348,52464640,14025780,735857498419200
"469",469,8001,102069,102069,"Brazil","SOYBEANS",2010,23327296,68756343,14025780,964361340522540
"470",470,8002,102073,102073,"Brazil","SOYBEANS",2014,30273763,86760520,14025780,1216883966205600
"471",471,8007,102171,102171,"Brazil","SUGAR CANE",2000,4804511,326121011,1256040,409621034656440
"472",472,8008,102177,102177,"Brazil","SUGAR CANE",2006,6355498,477410656,1256040,599646880362240
"473",473,8009,102181,102181,"Brazil","SUGAR CANE",2010,9076706,717463793,1256040,901163222559720
"474",474,8010,102185,102185,"Brazil","SUGAR CANE",2014,10419678,736108487,1256040,924581704011480
"475",475,8011,102220,102220,"Brazil","SUNFLOWER SEED",2000,58000,97000,12895344,1250848368000
"476",476,8012,102226,102226,"Brazil","SUNFLOWER SEED",2006,67829,87362,12895344,1126563042528
"477",477,8013,102230,102230,"Brazil","SUNFLOWER SEED",2010,76492,86608,12895344,1116839953152
"478",478,8014,102234,102234,"Brazil","SUNFLOWER SEED",2014,115617,158563,12895344,2044724430672
"479",479,8063,102948,102948,"Brazil","WHEAT",2000,1138687,1725792,13983912,24133323458304
"480",480,8064,102954,102954,"Brazil","WHEAT",2006,1560175,2484848,13983912,34747895765376
"481",481,8065,102958,102958,"Brazil","WHEAT",2010,2181567,6171250,13983912,86298216930000
"482",482,8066,102962,102962,"Brazil","WHEAT",2014,2834945,6261895,13983912,87565788633240
"483",483,8249,105506,105506,"Bulgaria","BARLEY",2000,251962,674461,13900176,9375126605136
"484",484,8250,105512,105512,"Bulgaria","BARLEY",2006,185705,546292,13900176,7593554947392
"485",485,8251,105516,105516,"Bulgaria","BARLEY",2010,245328,833271,13900176,11582613555696
